CountryCode,SeriesCode,DESCRIPTION
"BMU","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"BMU","SP.DYN.TFRT.IN","Data source: Bermuda Government Department of Statistics, United Nations World Population Prospects"
"BMU","SP.DYN.CBRT.IN","Data source: Bermuda Government Department of Statistics, United Nations Population and Vital Statistics Report"
"BMU","SP.POP.TOTL","Data source: Bermuda Government Department of Statistics, United Nations Population and Vital Statistics Report"
"BMU","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"BMU","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"BOL","IT.NET.USER.ZS","Until 1998: Empresa Nacional de Telecomunicaciones (ENTEL). Superintendencia de Telecomunicaciones."
"BOL","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"BOL","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"BOL","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"BOL","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"BOL","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"BOL","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"BOL","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"BOL","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"BOL","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"BOL","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"BRA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"BRA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"BRA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"BRA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"BRA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"BRA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"BRA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"BRA","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"BRA","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"BRA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"BRA","IT.NET.USER.ZS","Telecomunicaçoes Brasileiras S.A. From 1998: Agência Nacional de Telecomunicações (ANATEL)."
"BRB","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"BRB","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"BRB","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"BRB","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"BRB","IT.NET.USER.ZS","Cable and Wireless (Barbados) Limited. From 2003: Ministry of Energy and Public Utilities."
"BRB","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"BRB","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"BRB","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"BRB","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"BRB","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"BRB","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"BRN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"BRN","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"BRN","IT.NET.USER.ZS","Jabatan Telekom Brunei (JTB). Ministry of Communications. From 2002: Authority for Info-communications Technology Industry of Brunei Darussalam (AiTi.)"
"BRN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"BRN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"BRN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"BRN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"BRN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"BRN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"BRN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"BRN","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"BTN","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"BTN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"BTN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"BTN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"BTN","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"BTN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"BTN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"BTN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"BTN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"BTN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"BTN","IT.NET.USER.ZS","Bhutan Information, Communications and Media Authority, Ministry of Information and Communications."
"BWA","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"BWA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"BWA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"BWA","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"BWA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"BWA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"BWA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"BWA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"BWA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"BWA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"BWA","IT.NET.USER.ZS","Botswana Telecommunication Corporation. From 2003: Botswana Telecommunications Authority (BTA)."
"CAF","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"CAF","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"CAF","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"CAF","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"CAF","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"CAF","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"CAF","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"CAF","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"CAF","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"CAF","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens."
"CAF","IT.NET.USER.ZS","Société Centrafricaine de Télécommunications (SOCATEL)."
"CAN","SP.POP.TOTL","Data source: Statistics Canada"
"CAN","SP.DYN.LE00.FE.IN","Data source: Statistics Canada"
"CAN","SP.DYN.CDRT.IN","Data source: Statistics Canada, United Nations Population and Vital Statistics Report, United Nations World Population Prospects"
"CAN","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"CAN","SP.DYN.CBRT.IN","Data source: Statistics Canada, United Nations Population and Vital Statistics Report, United Nations World Population Prospects"
"CAN","IT.NET.USER.ZS","Statistics Canada. Canadian Radio-television and Telecommunications Commission."
"CAN","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"CAN","SP.DYN.LE00.MA.IN","Data source: Statistics Canada"
"CAN","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"CAN","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"CAN","SP.DYN.TFRT.IN","Data source: Statistics Canada, United Nations World Population Prospects"
"CHE","SP.POP.TOTL","Data source: Eurostat"
"CHE","SP.DYN.CDRT.IN","Data source: Eurostat"
"CHE","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"CHE","SP.DYN.CBRT.IN","Data source: Eurostat"
"CHE","IT.NET.USER.ZS","Swisscom. From 1999: OFCOM."
"CHE","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"CHE","SP.DYN.LE00.MA.IN","Data source: Eurostat, Swiss Federal Statistical Office"
"CHE","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"CHE","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"CHE","SP.DYN.TFRT.IN","Data source: Eurostat, Swiss Federal Statistical Office"
"CHE","SP.DYN.LE00.FE.IN","Data source: Eurostat, Swiss Federal Statistical Office"
"CHI","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"CHI","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects. Refers to Guernsey, and Jersey."
"CHI","SP.POP.AG01.FE.IN","Refers to Guernsey, and Jersey."
"CHI","SP.POP.AG00.MA.IN","Refers to Guernsey, and Jersey."
"CHI","SP.POP.AG00.FE.IN","Refers to Guernsey, and Jersey."
"CHI","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"CHI","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"CHI","SP.DYN.TO65.FE.ZS","Refers to Guernsey, and Jersey."
"CHI","SP.ADO.TFRT","Refers to Guernsey, and Jersey."
"CHI","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"CHI","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"CHI","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"CHI","SP.POP.AG03.MA.IN","Refers to Guernsey, and Jersey."
"CHI","SP.POP.AG04.FE.IN","Refers to Guernsey, and Jersey."
"CHI","SP.POP.AG04.MA.IN","Refers to Guernsey, and Jersey."
"CHI","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"CHI","SP.POP.AG03.FE.IN","Refers to Guernsey, and Jersey."
"CHI","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects. Refers to Guernsey, and Jersey."
"CHI","SP.POP.65UP.TO.ZS","Refers to Guernsey, and Jersey."
"CHI","SP.POP.1564.TO.ZS","Refers to Guernsey, and Jersey."
"CHI","SP.POP.0014.TO.ZS","Refers to Guernsey, and Jersey."
"CHI","SP.POP.BRTH.MF","Refers to Guernsey, and Jersey."
"CHI","SP.POP.AG01.MA.IN","Refers to Guernsey, and Jersey."
"CHI","SP.DYN.TO65.MA.ZS","Refers to Guernsey, and Jersey."
"CHI","SG.POP.MIGR.FE.ZS","Refers to Guernsey, and Jersey. Estimates were derived from data on the foreign-born population."
"CHI","SP.POP.AG05.MA.IN","Refers to Guernsey, and Jersey."
"CHI","SP.POP.AG05.FE.IN","Refers to Guernsey, and Jersey."
"CHI","SP.POP.AG02.FE.IN","Refers to Guernsey, and Jersey."
"CHI","SP.POP.AG02.MA.IN","Refers to Guernsey, and Jersey."
"CHI","SP.POP.TOTL.FE.ZS","Refers to Guernsey, and Jersey."
"CHL","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"CHL","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"CHL","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"CHL","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"CHL","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"CHL","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"CHL","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"CHL","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"CHL","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"CHL","IT.NET.USER.ZS","Until 1998: Ministerio de Transportes y Telecomunicaciones. Subsecretaría de Telecomunicaciones (Subtel)."
"CHL","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"CHN","SP.DYN.TO65.FE.ZS","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China."
"CHN","SP.ADO.TFRT","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China."
"CHN","SP.POP.TOTL.FE.ZS","Excluding Hong Kong SAR, China; Macao SAR, China; Taiwan, China."
"CHN","IC.WEF.LLCD.FE","Only the data for Beijing and Shanghai are included."
"CHN","IC.WEF.LLCD.FE.ZS","Only the data for Beijing and Shanghai are included."
"CHN","IC.WEF.LLCD.MA","Only the data for Beijing and Shanghai are included."
"CHN","IC.WEF.LLCD.MA.ZS","Only the data for Beijing and Shanghai are included."
"CHN","IC.WEF.LLCO.FE","Only the data for Beijing and Shanghai are included."
"CHN","IC.WEF.LLCO.FE.ZS","Only the data for Beijing and Shanghai are included."
"CHN","IC.WEF.LLCO.MA","Only the data for Beijing and Shanghai are included."
"CHN","IC.WEF.LLCO.MA.ZS","Only the data for Beijing and Shanghai are included."
"CHN","IC.WEF.SOLO.FE","Only the data for Beijing and Shanghai are included."
"CHN","IC.WEF.SOLO.FE.ZS","Only the data for Beijing and Shanghai are included."
"CHN","IC.WEF.SOLO.MA","Only the data for Beijing and Shanghai are included."
"CHN","IC.WEF.SOLO.MA.ZS","Only the data for Beijing and Shanghai are included."
